"","iid","id","gender","wave","round","order","partner","pid","match","int_corr","samerace","met_o","age","field_cd","tuition","race","imprace","imprelig","income","goal","date","go_out","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","goal.2","goal.1","goal.6","goal.3","goal.4","goal.5","date.7","date.5","date.3","date.4","date.6","date.1","date.2","race.4","race.2","race.6","race.3","race.1","go_out.1","go_out.4","go_out.2","go_out.3","go_out.7","go_out.5","go_out.6","field_cd.1","field_cd.2","field_cd.13","field_cd.8","field_cd.5","field_cd.9","field_cd.3","field_cd.11","field_cd.12","field_cd.4","field_cd.7","field_cd.6","field_cd.10","field_cd.14","field_cd.16","field_cd.15","field_cd.17","field_cd.18","career_c.6","career_c.1","career_c.9","career_c.2","career_c.7","career_c.10","career_c.5","career_c.3","career_c.4","career_c.14","career_c.11","career_c.8","career_c.15","career_c.12","career_c.17","career_c.13","career_c.16","activityAvg","raterCount","rateeCount","tvsportsAdj","exerciseAdj","diningAdj","museumsAdj","artAdj","hikingAdj","gamingAdj","clubbingAdj","readingAdj","tvAdj","theaterAdj","moviesAdj","concertsAdj","musicAdj","shoppingAdj","yogaAdj","raterDecSum","raterAttrSum","raterSincSum","raterIntelSum","raterFunSum","raterAmbSum","raterSharSum","raterLikeSum","raterProbSum","rateeDecSum","rateeAttrSum","rateeSincSum","rateeIntelSum","rateeFunSum","rateeAmbSum","rateeSharSum","rateeLikeSum","rateeProbSum","decRaterAvg","decRateeAvg","decRaterAvgExc","decRateeAvgExc","decRaterAdj","decRateeAdj","attrRaterAvg","attrRateeAvg","attrRaterAvgExc","attrRateeAvgExc","attrRaterAdj","attrRateeAdj","sincRaterAvg","sincRateeAvg","sincRaterAvgExc","sincRateeAvgExc","sincRaterAdj","sincRateeAdj","intelRaterAvg","intelRateeAvg","intelRaterAvgExc","intelRateeAvgExc","intelRaterAdj","intelRateeAdj","funRaterAvg","funRateeAvg","funRaterAvgExc","funRateeAvgExc","funRaterAdj","funRateeAdj","ambRaterAvg","ambRateeAvg","ambRaterAvgExc","ambRateeAvgExc","ambRaterAdj","ambRateeAdj","sharRaterAvg","sharRateeAvg","sharRaterAvgExc","sharRateeAvgExc","sharRaterAdj","sharRateeAdj","likeRaterAvg","likeRateeAvg","likeRaterAvgExc","likeRateeAvgExc","likeRaterAdj","likeRateeAdj","probRaterAvg","probRateeAvg","probRaterAvgExc","probRateeAvgExc","probRaterAdj","probRateeAdj"
"3276",473,8,0,19,15,10,1,481,0,0.54,0,2,34,10,25,4,1,1,42,2,6,4,2,7,5,5,8,8,8,8,6,6,9,8,8,9,9,9,7,7,7,4,15,20,20,15,15,15,20,20,15,15,15,15,7,9,8,10,0,10,9,8,8,8,8,8,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06,16,16,-2.06,-2.06,0.94,0.94,0.94,0.94,-1.06,-1.06,1.94,0.94,0.94,1.94,1.94,1.94,-0.06,-0.06,11,129,132,136,130,132,116,122,96,2,81,86,81.5,64,66,64,72,61,0.69,0.12,0.73,0.13,-0.73,-0.13,8.06,5.06,7.93,4.73,2.07,5.27,8.25,5.38,8.2,5.13,0.8,3.87,8.5,5.09,8.53,4.9,-0.53,3.1,8.12,4,8.13,3.73,-0.13,4.27,8.25,4.12,8.27,3.87,-0.27,4.13,7.25,4,7.2,3.73,0.8,4.27,7.62,4.5,7.6,4.27,0.4,3.73,6,3.81,6.07,3.73,-1.07,1.27
"3277",475,10,0,19,15,1,1,481,0,0.66,0,2,27,13,22,3,1,2,82,1,6,2,9,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,5,4,10,15,30,10,15,20,40,5,10,15,10,20,5,8,5,7,0,6,8,7,3,3,6,6,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,16,16,-3.88,1.12,5.12,1.12,0.12,-2.88,-4.88,0.12,-0.88,-0.88,4.12,3.12,-1.88,0.12,1.12,4.12,7,76,72,90,71,73,75,73,76,2,81,86,81.5,64,66,64,72,61,0.44,0.12,0.47,0.13,-0.47,-0.13,4.75,5.06,4.67,5,1.33,1,4.5,5.38,4.27,5.2,3.73,2.8,5.62,5.09,5.53,4.97,1.47,2.03,4.44,4,4.53,4.07,-1.53,-1.07,4.56,4.12,4.67,4.2,-1.67,-1.2,4.69,4,4.6,3.87,1.4,2.13,4.56,4.5,4.47,4.4,1.53,1.6,4.75,3.81,4.6,3.6,2.4,3.4
"3278",476,11,0,19,15,15,1,481,0,0.41,1,2,25,13,15,2,1,3,40,5,5,2,9,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,5,4,20,20,20,15,15,10,50,5,5,30,5,5,7,9,5,7,0,7,4,5,3,4,3,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12,16,16,-3.12,2.88,4.88,0.88,0.88,-0.12,-3.12,2.88,-1.12,-1.12,-1.12,-1.12,-1.12,2.88,1.88,-1.12,5,85,79,95,81,72,56,73,61,2,81,86,81.5,64,66,64,72,61,0.31,0.12,0.33,0.13,-0.33,-0.13,5.31,5.06,5.2,4.93,1.8,2.07,4.94,5.38,5,5.47,-1,-1.47,5.94,5.09,6,5.1,-1,-0.1,5.06,4,5.2,4.07,-2.2,-1.07,4.5,4.12,4.53,4.13,-0.53,-0.13,3.5,4,3.53,4.07,-0.53,-1.07,4.56,4.5,4.6,4.53,-0.6,-0.53,3.81,3.81,3.93,3.93,-1.93,-1.93
"3279",477,12,0,19,15,5,1,481,0,0.35,0,2,27,5,25,3,5,7,42,1,4,2,5,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,7,4,16,19,16,17,15,17,25,20,15,20,10,10,6,8,7,7,0,6,6,6,5,6,7,6,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.12,16,16,-0.12,0.88,1.88,-0.12,1.88,1.88,-2.12,0.88,0.88,-2.12,0.88,1.88,0.88,0.88,-0.12,-2.12,7,99,99,111,103,107,93,95,78,2,81,86,81.5,64,66,64,72,61,0.44,0.12,0.47,0.13,-0.47,-0.13,6.19,5.06,6.2,5,-0.2,1,6.19,5.38,6.2,5.33,-0.2,0.67,6.94,5.09,7,5.03,-1,0.97,6.44,4,6.53,3.93,-1.53,1.07,6.69,4.12,6.73,4,-0.73,2,5.81,4,5.73,3.8,1.27,3.2,5.94,4.5,5.93,4.4,0.07,1.6,4.88,3.81,4.93,3.8,-0.93,0.2
"3280",479,15,0,19,15,8,1,481,0,0.23,1,2,27,13,12,2,3,3,46,1,4,3,7,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,6,4,15,15,20,20,15,15,30,5,15,25,10,15,8,8,8,8,0,6,8,6,4,5,3,6,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.41,16,16,0.59,3.59,2.59,1.59,0.59,2.59,-5.41,0.59,-1.41,-2.41,0.59,0.59,0.59,0.59,0.59,0.59,3,56,108,108,71,96,28,66,105,2,81,86,81.5,64,66,64,72,61,0.19,0.12,0.2,0.13,-0.2,-0.13,3.5,5.06,3.33,5,2.67,1,6.75,5.38,6.67,5.2,1.33,2.8,6.75,5.09,6.8,5.03,-0.8,0.97,4.44,4,4.47,4,-0.47,0,6,4.12,6.07,4.07,-1.07,0.93,1.75,4,1.67,4.07,1.33,-1.07,4.12,4.5,4,4.4,2,1.6,6.56,3.81,6.47,3.53,1.53,4.47
"3281",480,16,0,19,15,12,1,481,0,0.45,1,2,26,5,27,2,4,6,42,1,4,1,5,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,4,4,16,18,18,20,12,16,18,15,16,20,15,16,8,9,10,8,0,5,5,5,5,5,5,6,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.06,16,16,-4.06,2.94,3.94,3.94,3.94,-2.06,-4.06,0.94,4.94,-2.06,-2.06,-1.06,-1.06,-1.06,-0.06,1.94,3,37,50,49,42,45,47,43,41,2,81,86,81.5,64,66,64,72,61,0.19,0.12,0.2,0.13,-0.2,-0.13,2.31,5.06,2.13,5.07,2.87,-0.07,3.12,5.38,3,5.4,2,-0.4,3.06,5.09,2.93,5.1,2.07,-0.1,2.62,4,2.47,3.93,2.53,1.07,2.81,4.12,2.67,4.07,2.33,0.93,2.94,4,2.8,3.93,2.2,1.07,2.69,4.5,2.47,4.4,3.53,1.6,2.56,3.81,2.27,3.6,4.73,3.4
"3282",466,1,0,19,15,5,2,482,0,0.14,1,2,24,18,25,2,1,1,42,6,7,1,10,4,2,9,8,5,6,4,3,2,8,5,5,7,6,8,4,2,5,4,10,20,20,15,20,15,45,5,15,15,10,10,7,9,7,8,0,2,3,4,2,7,3,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.94,16,16,-2.94,4.06,3.06,0.06,1.06,-0.94,-1.94,-2.94,3.06,0.06,0.06,2.06,1.06,3.06,-0.94,-2.94,0,43,60,72.5,48,74,31,46,52,9,74,96,103,95,107,85,91,83,0,0.56,0,0.6,0,-0.6,2.69,4.62,2.73,4.8,-0.73,-2.8,3.75,6,3.8,6.2,-0.8,-3.2,4.53,6.44,4.57,6.6,-0.57,-2.6,3,5.94,3.07,6.2,-1.07,-4.2,4.62,6.69,4.47,6.67,2.53,0.33,1.94,5.31,1.87,5.47,1.13,-2.47,2.88,5.69,2.93,5.93,-0.93,-3.93,3.25,5.19,3.27,5.33,-0.27,-2.33
"3283",467,2,0,19,15,12,2,482,1,0.12,1,2,24,8,26,2,7,4,21,6,2,1,7,8,4,9,9,9,9,8,5,8,9,8,9,9,9,9,9,9,7,4,20,20,20,20,20,0,60,5,15,10,5,5,8,8,8,8,1,8,10,10,9,10,8,7,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.76,16,16,-3.76,1.24,1.24,1.24,1.24,0.24,-2.76,0.24,1.24,0.24,1.24,1.24,1.24,1.24,1.24,1.24,11,114,142,141,132,130,119,105,68,9,74,96,103,95,107,85,91,83,0.69,0.56,0.67,0.53,0.33,0.47,7.12,4.62,7.07,4.4,0.93,3.6,8.88,6,8.8,5.73,1.2,4.27,8.81,6.44,8.73,6.2,1.27,3.8,8.25,5.94,8.2,5.73,0.8,3.27,8.12,6.69,8,6.47,2,3.53,7.44,5.31,7.4,5.13,0.6,2.87,6.56,5.69,6.53,5.6,0.47,1.4,4.25,5.19,4.27,5.27,-0.27,-1.27
"3284",468,3,0,19,15,8,2,482,1,0.17,0,2,25,13,21,6,5,2,89,1,6,3,2,8,3,7,7,7,8,8,2,6,8,7,5,9,9,9,7,6,4,4,15,25,15,15,15,15,30,15,20,15,10,10,8,9,6,8,1,5,8,8,8,8,7,8,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35,16,16,-3.35,0.65,0.65,0.65,1.65,1.65,-4.35,-0.35,1.65,0.65,-1.35,2.65,2.65,2.65,0.65,-0.35,5,85,112,109,85,96,75,91,87,9,74,96,103,95,107,85,91,83,0.31,0.56,0.27,0.53,0.73,0.47,5.31,4.62,5.33,4.6,-0.33,0.4,7,6,6.93,5.87,1.07,2.13,6.81,6.44,6.73,6.33,1.27,1.67,5.31,5.94,5.13,5.8,2.87,2.2,6,6.69,5.87,6.6,2.13,1.4,4.69,5.31,4.53,5.2,2.47,1.8,5.69,5.69,5.53,5.53,2.47,2.47,5.44,5.19,5.27,5,2.73,3
"3285",469,4,0,19,15,7,2,482,0,0.31,0,2,25,13,26,4,1,1,42,2,3,1,9,10,7,7,7,7,7,3,3,4,7,9,7,7,7,8,6,9,4,4,20,10,20,20,10,20,40,10,20,10,10,10,8,8,8,6,0,2,5,6,7,7,3,6,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.18,16,16,0.82,0.82,0.82,0.82,0.82,-3.18,-3.18,-2.18,0.82,2.82,0.82,0.82,0.82,1.82,-0.18,2.82,6,86,107,104,99,99,79,101,88,9,74,96,103,95,107,85,91,83,0.38,0.56,0.4,0.6,-0.4,-0.6,5.38,4.62,5.6,4.8,-3.6,-2.8,6.69,6,6.8,6.07,-1.8,-1.07,6.5,6.44,6.53,6.47,-0.53,-0.47,6.19,5.94,6.13,5.87,0.87,1.13,6.19,6.69,6.13,6.67,0.87,0.33,4.94,5.31,5.07,5.47,-2.07,-2.47,6.31,5.69,6.33,5.67,-0.33,0.33,5.5,5.19,5.67,5.33,-2.67,-2.33
"3286",470,5,0,19,15,15,2,482,1,0.15,0,2,29,4,26,4,1,1,18,1,4,2,4,1,1,1,10,10,10,2,1,3,10,5,10,10,6,6,10,1,4,4,10,20,25,25,10,10,60,10,10,10,5,5,4,9,5,8,1,2,8,9,7,6,6,7,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.65,16,16,-4.65,-4.65,4.35,4.35,4.35,-3.65,-4.65,-2.65,4.35,-0.65,4.35,4.35,0.35,0.35,4.35,-4.65,6,53,82,88,75,50,55,83,65,9,74,96,103,95,107,85,91,83,0.38,0.56,0.33,0.53,0.67,0.47,3.31,4.62,3.4,4.8,-1.4,-2.8,5.12,6,4.93,5.87,3.07,2.13,5.5,6.44,5.27,6.27,3.73,2.73,4.69,5.94,4.53,5.87,2.47,1.13,3.12,6.69,2.93,6.73,3.07,-0.73,3.44,5.31,3.27,5.27,2.73,0.73,5.19,5.69,5.07,5.6,1.93,1.4,4.06,5.19,3.93,5.13,2.07,0.87
"3287",471,6,0,19,15,14,2,482,0,0.11,0,2,30,4,25,4,8,8,42,2,5,3,4,3,4,6,10,7,7,5,2,9,7,8,6,8,6,6,10,4,5,4,15,15,25,10,15,20,25,10,15,15,15,20,7,8,8,9,0,5,6,7,5,6,4,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.18,16,16,-2.18,-0.18,3.82,0.82,0.82,-1.18,-4.18,2.82,0.82,1.82,-0.18,1.82,-0.18,-0.18,3.82,-2.18,2,77,85,89,75,80,62,51,46,9,74,96,103,95,107,85,91,83,0.12,0.56,0.13,0.6,-0.13,-0.6,4.81,4.62,4.8,4.6,0.2,0.4,5.31,6,5.27,6,0.73,0,5.56,6.44,5.47,6.4,1.53,0.6,4.69,5.94,4.67,6,0.33,-1,5,6.69,4.93,6.73,1.07,-0.73,3.88,5.31,3.87,5.4,0.13,-1.4,3.19,5.69,3.13,5.8,0.87,-1.8,2.88,5.19,2.87,5.33,0.13,-2.33
"3288",472,7,0,19,15,3,2,482,1,0.36,0,2,25,5,15,3,1,3,42,2,4,2,5,10,6,7,9,9,8,9,1,7,8,1,10,10,10,10,5,9,4,4,10,25,25,20,10,10,30,5,10,30,5,20,8,10,10,8,1,5,7,7,9,9,10,8,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,16,16,-1,0,2,2,1,2,-6,0,1,-6,3,3,3,3,-2,2,6,66,79,101,93,108,83,90,121,9,74,96,103,95,107,85,91,83,0.38,0.56,0.33,0.53,0.67,0.47,4.12,4.62,4.07,4.6,0.93,0.4,4.94,6,4.8,5.93,2.2,1.07,6.31,6.44,6.27,6.4,0.73,0.6,5.81,5.94,5.6,5.73,3.4,3.27,6.75,6.69,6.6,6.53,2.4,2.47,5.19,5.31,4.87,5,5.13,5,5.62,5.69,5.47,5.53,2.53,2.47,7.56,5.19,7.4,4.87,2.6,5.13
"3289",473,8,0,19,15,11,2,482,0,0.14,0,2,34,10,25,4,1,1,42,2,6,4,2,7,5,5,8,8,8,8,6,6,9,8,8,9,9,9,7,7,7,4,15,20,20,15,15,15,20,20,15,15,15,15,7,9,8,10,1,10,8,8,10,8,8,10,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06,16,16,-2.06,-2.06,0.94,0.94,0.94,0.94,-1.06,-1.06,1.94,0.94,0.94,1.94,1.94,1.94,-0.06,-0.06,11,129,132,136,130,132,116,122,96,9,74,96,103,95,107,85,91,83,0.69,0.56,0.67,0.53,0.33,0.47,8.06,4.62,7.93,4.27,2.07,5.73,8.25,6,8.27,5.87,-0.27,2.13,8.5,6.44,8.53,6.33,-0.53,1.67,8.12,5.94,8,5.67,2,4.33,8.25,6.69,8.27,6.6,-0.27,1.4,7.25,5.31,7.2,5.13,0.8,2.87,7.62,5.69,7.47,5.4,2.53,4.6,6,5.19,5.87,5,2.13,3
"3290",474,9,0,19,15,10,2,482,0,0.22,0,2,30,10,26,1,1,1,22,1,6,5,2,10,2,10,10,7,7,9,2,9,8,1,4,3,7,10,6,9,9,4,15,20,10,30,5,20,50,10,10,10,10,10,9,9,10,8,0,7,6,8,5,8,5,7,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12,16,16,-4.12,3.88,3.88,0.88,0.88,2.88,-4.12,2.88,1.88,-5.12,-2.12,-3.12,0.88,3.88,-0.12,2.88,5,80,95,103,83,94,74,85,97,9,74,96,103,95,107,85,91,83,0.31,0.56,0.33,0.6,-0.33,-0.6,5,4.62,4.87,4.47,2.13,2.53,5.94,6,5.93,6,0.07,0,6.44,6.44,6.33,6.33,1.67,1.67,5.19,5.94,5.2,6,-0.2,-1,5.88,6.69,5.73,6.6,2.27,1.4,4.62,5.31,4.6,5.33,0.4,-0.33,5.31,5.69,5.2,5.6,1.8,1.4,6.06,5.19,6,5.07,1,1.93
"3291",475,10,0,19,15,2,2,482,0,0.22,0,2,27,13,22,3,1,2,82,1,6,2,9,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,5,4,10,15,30,10,15,20,40,5,10,15,10,20,5,8,5,7,1,4,7,7,6,7,8,7,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,16,16,-3.88,1.12,5.12,1.12,0.12,-2.88,-4.88,0.12,-0.88,-0.88,4.12,3.12,-1.88,0.12,1.12,4.12,7,76,72,90,71,73,75,73,76,9,74,96,103,95,107,85,91,83,0.44,0.56,0.4,0.53,0.6,0.47,4.75,4.62,4.8,4.67,-0.8,-0.67,4.5,6,4.33,5.93,2.67,1.07,5.62,6.44,5.53,6.4,1.47,0.6,4.44,5.94,4.33,5.93,1.67,0.07,4.56,6.69,4.4,6.67,2.6,0.33,4.69,5.31,4.47,5.13,3.53,2.87,4.56,5.69,4.4,5.6,2.6,1.4,4.75,5.19,4.6,5.07,2.4,1.93
"3292",476,11,0,19,15,1,2,482,0,0.08,1,2,25,13,15,2,1,3,40,5,5,2,9,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,5,4,20,20,20,15,15,10,50,5,5,30,5,5,7,9,5,7,0,6,7,7,6,8,5,6,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12,16,16,-3.12,2.88,4.88,0.88,0.88,-0.12,-3.12,2.88,-1.12,-1.12,-1.12,-1.12,-1.12,2.88,1.88,-1.12,5,85,79,95,81,72,56,73,61,9,74,96,103,95,107,85,91,83,0.31,0.56,0.33,0.6,-0.33,-0.6,5.31,4.62,5.27,4.53,0.73,1.47,4.94,6,4.8,5.93,2.2,1.07,5.94,6.44,5.87,6.4,1.13,0.6,5.06,5.94,5,5.93,1,0.07,4.5,6.69,4.27,6.6,3.73,1.4,3.5,5.31,3.4,5.33,1.6,-0.33,4.56,5.69,4.47,5.67,1.53,0.33,3.81,5.19,3.8,5.27,0.2,-1.27
"3293",477,12,0,19,15,6,2,482,0,0.51,0,2,27,5,25,3,5,7,42,1,4,2,5,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,7,4,16,19,16,17,15,17,25,20,15,20,10,10,6,8,7,7,1,6,6,7,8,7,7,6,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.12,16,16,-0.12,0.88,1.88,-0.12,1.88,1.88,-2.12,0.88,0.88,-2.12,0.88,1.88,0.88,0.88,-0.12,-2.12,7,99,99,111,103,107,93,95,78,9,74,96,103,95,107,85,91,83,0.44,0.56,0.4,0.53,0.6,0.47,6.19,4.62,6.2,4.53,-0.2,1.47,6.19,6,6.2,6,-0.2,0,6.94,6.44,6.93,6.4,0.07,0.6,6.44,5.94,6.33,5.8,1.67,2.2,6.69,6.69,6.67,6.67,0.33,0.33,5.81,5.31,5.73,5.2,1.27,1.8,5.94,5.69,5.93,5.67,0.07,0.33,4.88,5.19,4.8,5.13,1.2,0.87
"3294",479,15,0,19,15,9,2,482,0,0.44,1,2,27,13,12,2,3,3,46,1,4,3,7,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,6,4,15,15,20,20,15,15,30,5,15,25,10,15,8,8,8,8,1,5,8,8,6,8,2,7,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.41,16,16,0.59,3.59,2.59,1.59,0.59,2.59,-5.41,0.59,-1.41,-2.41,0.59,0.59,0.59,0.59,0.59,0.59,3,56,108,108,71,96,28,66,105,9,74,96,103,95,107,85,91,83,0.19,0.56,0.13,0.53,0.87,0.47,3.5,4.62,3.4,4.6,1.6,0.4,6.75,6,6.67,5.87,1.33,2.13,6.75,6.44,6.67,6.33,1.33,1.67,4.44,5.94,4.33,5.93,1.67,0.07,6,6.69,5.87,6.6,2.13,1.4,1.75,5.31,1.73,5.53,0.27,-3.53,4.12,5.69,3.93,5.6,3.07,1.4,6.56,5.19,6.4,4.93,2.6,4.07
"3295",480,16,0,19,15,13,2,482,0,0.36,1,2,26,5,27,2,4,6,42,1,4,1,5,7,1,8,9,9,9,3,1,6,10,3,3,4,4,4,5,7,4,4,16,18,18,20,12,16,18,15,16,20,15,16,8,9,10,8,1,7,7,7,7,8,9,6,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.06,16,16,-4.06,2.94,3.94,3.94,3.94,-2.06,-4.06,0.94,4.94,-2.06,-2.06,-1.06,-1.06,-1.06,-0.06,1.94,3,37,50,49,42,45,47,43,41,9,74,96,103,95,107,85,91,83,0.19,0.56,0.13,0.53,0.87,0.47,2.31,4.62,2,4.47,5,2.53,3.12,6,2.87,5.93,4.13,1.07,3.06,6.44,2.8,6.4,4.2,0.6,2.62,5.94,2.33,5.87,4.67,1.13,2.81,6.69,2.47,6.6,5.53,1.4,2.94,5.31,2.53,5.07,6.47,3.93,2.69,5.69,2.47,5.67,3.53,0.33,2.56,5.19,2.4,5.2,2.6,-0.2
"3296",466,1,0,19,15,12,3,483,0,0.74,1,2,24,18,25,2,1,1,42,6,7,1,10,4,2,9,8,5,6,4,3,2,8,5,5,7,6,8,4,2,5,4,10,20,20,15,20,15,45,5,15,15,10,10,7,9,7,8,0,2,2,2,2,2,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.94,16,16,-2.94,4.06,3.06,0.06,1.06,-0.94,-1.94,-2.94,3.06,0.06,0.06,2.06,1.06,3.06,-0.94,-2.94,0,43,60,72.5,48,74,31,46,52,4,75,73,82,88,77,66,69,71,0,0.25,0,0.27,0,-0.27,2.69,4.69,2.73,4.87,-0.73,-2.87,3.75,4.56,3.87,4.73,-1.87,-2.73,4.53,5.12,4.7,5.33,-2.7,-3.33,3,5.5,3.07,5.73,-1.07,-3.73,4.62,4.81,4.8,5,-2.8,-3,1.94,4.12,2.07,4.4,-2.07,-4.4,2.88,4.31,2.93,4.47,-0.93,-2.47,3.25,4.44,3.33,4.6,-1.33,-2.6
