"","iid","id","gender","wave","round","order","partner","pid","match","int_corr","samerace","met_o","age","field_cd","tuition","race","imprace","imprelig","income","goal","date","go_out","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","goal 2","goal 1","goal 6","goal 3","goal 4","goal 5","date 7","date 5","date 3","date 4","date 6","date 1","date 2","race 4","race 2","race 6","race 3","race 1","go_out 1","go_out 4","go_out 2","go_out 3","go_out 7","go_out 5","go_out 6","field_cd 1","field_cd 2","field_cd 13","field_cd 8","field_cd 5","field_cd 9","field_cd 3","field_cd 11","field_cd 12","field_cd 4","field_cd 7","field_cd 6","field_cd 10","field_cd 14","field_cd 16","field_cd 15","field_cd 17","field_cd 18","career_c 6","career_c 1","career_c 9","career_c 2","career_c 7","career_c 10","career_c 5","career_c 3","career_c 4","career_c 14","career_c 11","career_c 8","career_c 15","career_c 12","career_c 17","career_c 13","career_c 16","activityAvg","raterCount","rateeCount","matchOwnSum","matchPartnerSum","decOwnSum","decPartnerSum","attrOwnSum","attrPartnerSum","sincOwnSum","sincPartnerSum","intelOwnSum","intelPartnerSum","funOwnSum","funPartnerSum","ambOwnSum","ambPartnerSum","sharOwnSum","sharPartnerSum","likeOwnSum","likePartnerSum","probOwnSum","probPartnerSum","metOwnSum","metPartnerSum","metOwnMean","metPartnerMean","metOwnMeanExc","metPartnerMeanExc","tvsportsAdj","exerciseAdj","diningAdj","museumsAdj","artAdj","hikingAdj","gamingAdj","clubbingAdj","readingAdj","tvAdj","theaterAdj","moviesAdj","concertsAdj","musicAdj","shoppingAdj","yogaAdj"
"5368",360,20,0,14,18,10,2,362,0,0.15,0,2,24,3,25,6,8,4,42,2,6,2,3,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8,7,4,20,30,10,10,10,20,30,10,10,20,10,20,8,10,8,8,0,5,6,6,5,5,5,6,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.94,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,0,0.05,0,0.06,-0.94,2.06,0.06,1.06,2.06,2.06,-5.94,0.06,-0.94,0.06,0.06,3.06,3.06,0.06,1.06
"5369",360,20,0,14,18,7,3,363,0,-0.25,0,2,24,3,25,6,8,4,42,2,6,2,3,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8,7,4,20,30,10,10,10,20,30,10,10,20,10,20,8,10,8,8,0,4,4,5,5,6,3,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.94,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,0,0.05,0,0.06,-0.94,2.06,0.06,1.06,2.06,2.06,-5.94,0.06,-0.94,0.06,0.06,3.06,3.06,0.06,1.06
"5370",360,20,0,14,18,9,4,364,1,0.33,0,2,24,3,25,6,8,4,42,2,6,2,3,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8,7,4,20,30,10,10,10,20,30,10,10,20,10,20,8,10,8,8,1,6,8,7,7,8,5,8,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.94,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,0,0.05,0,0.06,-0.94,2.06,0.06,1.06,2.06,2.06,-5.94,0.06,-0.94,0.06,0.06,3.06,3.06,0.06,1.06
"5371",360,20,0,14,18,5,5,365,0,0.27,0,2,24,3,25,6,8,4,42,2,6,2,3,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8,7,4,20,30,10,10,10,20,30,10,10,20,10,20,8,10,8,8,1,7,8,7,6,7,6,7,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.94,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05,0.05,0.05,0.05,0.06,-0.94,2.06,0.06,1.06,2.06,2.06,-5.94,0.06,-0.94,0.06,0.06,3.06,3.06,0.06,1.06
"5372",360,20,0,14,18,8,6,366,0,0.26,0,2,24,3,25,6,8,4,42,2,6,2,3,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8,7,4,20,30,10,10,10,20,30,10,10,20,10,20,8,10,8,8,1,6,7,6,7,7,7,7,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.94,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05,0.05,0.05,0.05,0.06,-0.94,2.06,0.06,1.06,2.06,2.06,-5.94,0.06,-0.94,0.06,0.06,3.06,3.06,0.06,1.06
"5373",360,20,0,14,18,1,7,367,0,-0.18,0,2,24,3,25,6,8,4,42,2,6,2,3,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8,7,4,20,30,10,10,10,20,30,10,10,20,10,20,8,10,8,8,1,7,6,6,7,7,6,8,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.94,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,0,0.05,0,0.06,-0.94,2.06,0.06,1.06,2.06,2.06,-5.94,0.06,-0.94,0.06,0.06,3.06,3.06,0.06,1.06
"5374",360,20,0,14,18,17,8,368,0,-0.22,1,2,24,3,25,6,8,4,42,2,6,2,3,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8,7,4,20,30,10,10,10,20,30,10,10,20,10,20,8,10,8,8,1,8,8,7,7,8,6,8,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.94,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,0,0.05,0,0.06,-0.94,2.06,0.06,1.06,2.06,2.06,-5.94,0.06,-0.94,0.06,0.06,3.06,3.06,0.06,1.06
"5375",360,20,0,14,18,3,9,369,1,0.38,0,2,24,3,25,6,8,4,42,2,6,2,3,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8,7,4,20,30,10,10,10,20,30,10,10,20,10,20,8,10,8,8,1,6,7,7,7,6,6,6,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.94,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05,0.05,0,0,0.06,-0.94,2.06,0.06,1.06,2.06,2.06,-5.94,0.06,-0.94,0.06,0.06,3.06,3.06,0.06,1.06
"5377",360,20,0,14,18,18,11,371,1,0.37,0,2,24,3,25,6,8,4,42,2,6,2,3,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8,7,4,20,30,10,10,10,20,30,10,10,20,10,20,8,10,8,8,1,8,7,6,6,6,7,9,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.94,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,0,0.05,0,0.06,-0.94,2.06,0.06,1.06,2.06,2.06,-5.94,0.06,-0.94,0.06,0.06,3.06,3.06,0.06,1.06
"5378",360,20,0,14,18,13,12,372,0,0.46,0,2,24,3,25,6,8,4,42,2,6,2,3,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8,7,4,20,30,10,10,10,20,30,10,10,20,10,20,8,10,8,8,0,7,6,6,4,4,4,5,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.94,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05,0.05,0.05,0.05,0.06,-0.94,2.06,0.06,1.06,2.06,2.06,-5.94,0.06,-0.94,0.06,0.06,3.06,3.06,0.06,1.06
"5380",360,20,0,14,18,6,14,374,0,0.18,0,2,24,3,25,6,8,4,42,2,6,2,3,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8,7,4,20,30,10,10,10,20,30,10,10,20,10,20,8,10,8,8,0,6,7,7,5,6,5,7,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.94,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,0,0.05,0,0.06,-0.94,2.06,0.06,1.06,2.06,2.06,-5.94,0.06,-0.94,0.06,0.06,3.06,3.06,0.06,1.06
"5381",360,20,0,14,18,2,15,375,1,-0.27,0,2,24,3,25,6,8,4,42,2,6,2,3,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8,7,4,20,30,10,10,10,20,30,10,10,20,10,20,8,10,8,8,1,9,5,6,6,5,3,6,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.94,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,0,0.05,0,0.06,-0.94,2.06,0.06,1.06,2.06,2.06,-5.94,0.06,-0.94,0.06,0.06,3.06,3.06,0.06,1.06
"5382",360,20,0,14,18,4,16,376,0,0.27,0,2,24,3,25,6,8,4,42,2,6,2,3,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8,7,4,20,30,10,10,10,20,30,10,10,20,10,20,8,10,8,8,0,5,6,7,5,7,4,5,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.94,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05,0.05,0.05,0.05,0.06,-0.94,2.06,0.06,1.06,2.06,2.06,-5.94,0.06,-0.94,0.06,0.06,3.06,3.06,0.06,1.06
"5383",360,20,0,14,18,11,17,377,0,-0.21,0,2,24,3,25,6,8,4,42,2,6,2,3,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8,7,4,20,30,10,10,10,20,30,10,10,20,10,20,8,10,8,8,1,7,6,5,5,5,5,7,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.94,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,0,0.05,0,0.06,-0.94,2.06,0.06,1.06,2.06,2.06,-5.94,0.06,-0.94,0.06,0.06,3.06,3.06,0.06,1.06
"5384",360,20,0,14,18,12,18,378,0,-0.26,0,2,24,3,25,6,8,4,42,2,6,2,3,9,7,6,9,7,8,9,9,1,7,6,7,7,10,10,7,8,7,4,20,30,10,10,10,20,30,10,10,20,10,20,8,10,8,8,1,6,7,7,6,6,5,7,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.94,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,0,0.05,0,0.06,-0.94,2.06,0.06,1.06,2.06,2.06,-5.94,0.06,-0.94,0.06,0.06,3.06,3.06,0.06,1.06
"5385",361,1,1,14,20,2,1,341,0,0.71,0,2,34,1,26,2,5,5,35,2,6,6,1,3,1,3,5,9,10,3,3,4,10,6,8,9,7,7,3,2,5,4,30,20,30,5,5,10,30,10,20,5,30,5,7,7,5,7,0,7,8,9,7,7,1,7,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.29,-2.29,-0.29,3.71,4.71,-2.29,-2.29,-1.29,4.71,0.71,2.71,3.71,1.71,1.71,-2.29,-3.29
"5388",361,1,1,14,20,6,4,344,0,0.09,0,2,34,1,26,2,5,5,35,2,6,6,1,3,1,3,5,9,10,3,3,4,10,6,8,9,7,7,3,2,5,4,30,20,30,5,5,10,30,10,20,5,30,5,7,7,5,7,0,9,9,10,9,10,9,8,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.29,-2.29,-0.29,3.71,4.71,-2.29,-2.29,-1.29,4.71,0.71,2.71,3.71,1.71,1.71,-2.29,-3.29
"5390",361,1,1,14,20,7,6,346,0,0.21,0,2,34,1,26,2,5,5,35,2,6,6,1,3,1,3,5,9,10,3,3,4,10,6,8,9,7,7,3,2,5,4,30,20,30,5,5,10,30,10,20,5,30,5,7,7,5,7,0,10,9,7,8,8,7,8,8.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,0,0.11,-4.29,-2.29,-0.29,3.71,4.71,-2.29,-2.29,-1.29,4.71,0.71,2.71,3.71,1.71,1.71,-2.29,-3.29
"5391",361,1,1,14,20,11,7,347,0,0.08,0,2,34,1,26,2,5,5,35,2,6,6,1,3,1,3,5,9,10,3,3,4,10,6,8,9,7,7,3,2,5,4,30,20,30,5,5,10,30,10,20,5,30,5,7,7,5,7,0,4,9,7,4,3,1,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.29,-2.29,-0.29,3.71,4.71,-2.29,-2.29,-1.29,4.71,0.71,2.71,3.71,1.71,1.71,-2.29,-3.29
"5392",361,1,1,14,20,13,8,348,0,0.63,0,2,34,1,26,2,5,5,35,2,6,6,1,3,1,3,5,9,10,3,3,4,10,6,8,9,7,7,3,2,5,4,30,20,30,5,5,10,30,10,20,5,30,5,7,7,5,7,0,7,7,8,8,9,8,7.5,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.29,-2.29,-0.29,3.71,4.71,-2.29,-2.29,-1.29,4.71,0.71,2.71,3.71,1.71,1.71,-2.29,-3.29
"5393",361,1,1,14,20,4,9,349,0,0.5,1,2,34,1,26,2,5,5,35,2,6,6,1,3,1,3,5,9,10,3,3,4,10,6,8,9,7,7,3,2,5,4,30,20,30,5,5,10,30,10,20,5,30,5,7,7,5,7,0,10,10,10,10,10,9,10,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05,0,0.05,-4.29,-2.29,-0.29,3.71,4.71,-2.29,-2.29,-1.29,4.71,0.71,2.71,3.71,1.71,1.71,-2.29,-3.29
"5394",361,1,1,14,20,20,10,350,0,0.51,1,2,34,1,26,2,5,5,35,2,6,6,1,3,1,3,5,9,10,3,3,4,10,6,8,9,7,7,3,2,5,4,30,20,30,5,5,10,30,10,20,5,30,5,7,7,5,7,1,10,10,10,9,8,8,9,9.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.29,-2.29,-0.29,3.71,4.71,-2.29,-2.29,-1.29,4.71,0.71,2.71,3.71,1.71,1.71,-2.29,-3.29
"5395",361,1,1,14,20,8,11,351,0,0.8,0,2,34,1,26,2,5,5,35,2,6,6,1,3,1,3,5,9,10,3,3,4,10,6,8,9,7,7,3,2,5,4,30,20,30,5,5,10,30,10,20,5,30,5,7,7,5,7,0,5,9,9,5,5,1,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.29,-2.29,-0.29,3.71,4.71,-2.29,-2.29,-1.29,4.71,0.71,2.71,3.71,1.71,1.71,-2.29,-3.29
"5396",361,1,1,14,20,9,12,352,0,0.41,0,2,34,1,26,2,5,5,35,2,6,6,1,3,1,3,5,9,10,3,3,4,10,6,8,9,7,7,3,2,5,4,30,20,30,5,5,10,30,10,20,5,30,5,7,7,5,7,0,6,10,6,6,6,4,5,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.29,-2.29,-0.29,3.71,4.71,-2.29,-2.29,-1.29,4.71,0.71,2.71,3.71,1.71,1.71,-2.29,-3.29
"5397",361,1,1,14,20,10,13,353,0,0.53,0,2,34,1,26,2,5,5,35,2,6,6,1,3,1,3,5,9,10,3,3,4,10,6,8,9,7,7,3,2,5,4,30,20,30,5,5,10,30,10,20,5,30,5,7,7,5,7,0,4,9,4,3,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.29,-2.29,-0.29,3.71,4.71,-2.29,-2.29,-1.29,4.71,0.71,2.71,3.71,1.71,1.71,-2.29,-3.29
"5398",361,1,1,14,20,16,14,354,0,0.26,1,2,34,1,26,2,5,5,35,2,6,6,1,3,1,3,5,9,10,3,3,4,10,6,8,9,7,7,3,2,5,4,30,20,30,5,5,10,30,10,20,5,30,5,7,7,5,7,0,10,9,9,10,9,9,9.7,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.29,-2.29,-0.29,3.71,4.71,-2.29,-2.29,-1.29,4.71,0.71,2.71,3.71,1.71,1.71,-2.29,-3.29
"5400",361,1,1,14,20,1,16,356,0,0.14,1,2,34,1,26,2,5,5,35,2,6,6,1,3,1,3,5,9,10,3,3,4,10,6,8,9,7,7,3,2,5,4,30,20,30,5,5,10,30,10,20,5,30,5,7,7,5,7,0,9,10,9,8,9,7,9,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.29,-2.29,-0.29,3.71,4.71,-2.29,-2.29,-1.29,4.71,0.71,2.71,3.71,1.71,1.71,-2.29,-3.29
"5401",361,1,1,14,20,3,17,357,0,0.53,0,2,34,1,26,2,5,5,35,2,6,6,1,3,1,3,5,9,10,3,3,4,10,6,8,9,7,7,3,2,5,4,30,20,30,5,5,10,30,10,20,5,30,5,7,7,5,7,0,7,8,9,5,5,5,6,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.29,-2.29,-0.29,3.71,4.71,-2.29,-2.29,-1.29,4.71,0.71,2.71,3.71,1.71,1.71,-2.29,-3.29
"5402",361,1,1,14,20,15,18,358,0,0.23,0,2,34,1,26,2,5,5,35,2,6,6,1,3,1,3,5,9,10,3,3,4,10,6,8,9,7,7,3,2,5,4,30,20,30,5,5,10,30,10,20,5,30,5,7,7,5,7,0,7,9,9,5,10,7,7,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,0,0.11,-4.29,-2.29,-0.29,3.71,4.71,-2.29,-2.29,-1.29,4.71,0.71,2.71,3.71,1.71,1.71,-2.29,-3.29
"5403",361,1,1,14,20,12,19,359,0,0.44,1,2,34,1,26,2,5,5,35,2,6,6,1,3,1,3,5,9,10,3,3,4,10,6,8,9,7,7,3,2,5,4,30,20,30,5,5,10,30,10,20,5,30,5,7,7,5,7,0,9.5,9,9.5,7,7,7,8.5,8.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.29,-2.29,-0.29,3.71,4.71,-2.29,-2.29,-1.29,4.71,0.71,2.71,3.71,1.71,1.71,-2.29,-3.29
"5405",362,2,1,14,20,16,1,341,0,0.49,0,2,30,1,25,2,1,1,42,1,4,3,1,8,2,1,9,6,6,6,4,7,6,4,6,6,6,6,7,2,9,4,20.51,14.53,24.79,17.09,5.98,17.09,33,17,16,33,0,1,7,7,9,8,1,8,8,8,8,8,8,8,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.94,-3.94,4.06,1.06,1.06,1.06,-0.94,2.06,1.06,-0.94,1.06,1.06,1.06,1.06,2.06,-2.94
"5406",362,2,1,14,20,13,2,342,0,0.31,0,2,30,1,25,2,1,1,42,1,4,3,1,8,2,1,9,6,6,6,4,7,6,4,6,6,6,6,7,2,9,4,20.51,14.53,24.79,17.09,5.98,17.09,33,17,16,33,0,1,7,7,9,8,0,6,7,7,7,7,7,7,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.94,-3.94,4.06,1.06,1.06,1.06,-0.94,2.06,1.06,-0.94,1.06,1.06,1.06,1.06,2.06,-2.94
