"","X.1","X","iidW","idW","wave","partnerW","pidW","match","sameRace","ageW","tuitionWealthIndW","impraceW","impreligW","incomeWealthIndW","dateW","goOutW","sportsPhysActW","tvsportsMiscActW","exercisePhysActW","diningWealthIndW","museumsArtActW","artArtActW","hikingPhysActW","gamingMiscActW","clubbingMiscActW","readingArtActW","tvMiscActW","theaterArtActW","moviesArtActW","concertsMiscActW","musicArtActW","shoppingWealthIndW","yogaPhysActW","exphappyW","expnumW","attrPrefW","sincPrefW","intelPrefW","funPrefW","ambPrefW","sharPrefW","decW","attrRatingOfMbyW","sincRatingOfMbyW","intelRatingOfMbyW","funRatingOfMbyW","ambRatingOfMbyW","sharRatingOfMbyW","likeRatingOfMbyW","probRatingOfMbyW","metW","goalMeetNewW","goalFunNightW","goalOtherW","goalGetDateW","goalSeriousRelW","goalSayDidW","date7W","date5W","date3W","date4W","date6W","date1W","date2W","raceAsianW","raceWhiteW","rateOtherW","raceLatinoW","raceBlackW","fieldLawW","fieldMathW","fieldPoliSciW","fieldBusinessW","fieldEnginW","fieldAcademiaW","fieldSocialSciW","fieldSocialWorkW","fieldUndecidedW","fieldMedicineW","fieldHistReligPhilW","fieldEnglishW","fieldScienceW","fieldFilmW","fieldLanguagesW","fieldArtsW","fieldArchW","fieldOtherW","careerCreativeW","careerLawW","careerInternationalW","careerAcademicW","careerFinanceW","careerUndecidedW","careerEngineerW","careerPsychologyW","careerMedicineW","careerSportsW","careerSocialWorkW","careerRealEstateW","careerOtherW","careerSpeechW","careerArchW","careerPoliticsW","careerJournW","attrAvgRatingOfMbyW","sincAvgRatingOfMbyW","intelAvgRatingOfMbyW","funAvgRatingOfMbyW","ambAvgRatingOfMbyW","sharAvgRatingOfMbyW","likeAvgRatingOfMbyW","probAvgRatingOfMbyW","decAvgOfMbyW","raterDecAvgW","attrRatingGuessOfMbyW","sincRatingGuessOfMbyW","intelRatingGuessOfMbyW","funRatingGuessOfMbyW","ambRatingGuessOfMbyW","sharRatingGuessOfMbyW","likeRatingGuessOfMbyW","probRatingGuessOfMbyW","ageM","tuitionWealthIndM","impraceM","impreligM","incomeWealthIndM","dateM","goOutM","sportsPhysActM","tvsportsMiscActM","exercisePhysActM","diningWealthIndM","museumsArtActM","artArtActM","hikingPhysActM","gamingMiscActM","clubbingMiscActM","readingArtActM","tvMiscActM","theaterArtActM","moviesArtActM","concertsMiscActM","musicArtActM","shoppingWealthIndM","yogaPhysActM","exphappyM","expnumM","attrPrefM","sincPrefM","intelPrefM","funPrefM","ambPrefM","sharPrefM","decM","attrRatingOfWbyM","sincRatingOfWbyM","intelRatingOfWbyM","funRatingOfWbyM","ambRatingOfWbyM","sharRatingOfWbyM","likeRatingOfWbyM","probRatingOfWbyM","metM","goalMeetNewM","goalFunNightM","goalOtherM","goalGetDateM","goalSeriousRelM","goalSayDidM","date7M","date5M","date3M","date4M","date6M","date1M","date2M","raceAsianM","raceWhiteM","rateOtherM","raceLatinoM","raceBlackM","fieldLawM","fieldMathM","fieldPoliSciM","fieldBusinessM","fieldEnginM","fieldAcademiaM","fieldSocialSciM","fieldSocialWorkM","fieldUndecidedM","fieldMedicineM","fieldHistReligPhilM","fieldEnglishM","fieldScienceM","fieldFilmM","fieldLanguagesM","fieldArtsM","fieldArchM","fieldOtherM","careerCreativeM","careerLawM","careerInternationalM","careerAcademicM","careerFinanceM","careerUndecidedM","careerEngineerM","careerPsychologyM","careerMedicineM","careerSportsM","careerSocialWorkM","careerRealEstateM","careerOtherM","careerSpeechM","careerArchM","careerPoliticsM","careerJournM","attrAvgRatingOfWbyM","sincAvgRatingOfWbyM","intelAvgRatingOfWbyM","funAvgRatingOfWbyM","ambAvgRatingOfWbyM","sharAvgRatingOfWbyM","likeAvgRatingOfWbyM","probAvgRatingOfWbyM","decAvgOfWbyM","raterDecAvgM","attrRatingGuessOfWbyM","sincRatingGuessOfWbyM","intelRatingGuessOfWbyM","funRatingGuessOfWbyM","ambRatingGuessOfWbyM","sharRatingGuessOfWbyM","likeRatingGuessOfWbyM","probRatingGuessOfWbyM","raceAsianMraceAsianW","raceAsianMraceWhiteW","raceAsianMraceLatinoW","raceAsianMraceBlackW","raceWhiteMraceAsianW","raceWhiteMraceWhiteW","raceWhiteMraceLatinoW","raceWhiteMraceBlackW","raceLatinoMraceAsianW","raceLatinoMraceWhiteW","raceBlackMraceAsianW","raceBlackMraceWhiteW","raceAsianMraceAsianWimpRaceM","raceAsianMraceWhiteWimpRaceM","raceAsianMraceLatinoWimpRaceM","raceAsianMraceBlackWimpRaceM","raceWhiteMraceAsianWimpRaceM","raceWhiteMraceWhiteWimpRaceM","raceWhiteMraceLatinoWimpRaceM","raceWhiteMraceBlackWimpRaceM","raceLatinoMraceAsianWimpRaceM","raceLatinoMraceWhiteWimpRaceM","raceBlackMraceAsianWimpRaceM","raceBlackMraceWhiteWimpRaceM","raceAsianMraceAsianWimpRaceW","raceAsianMraceWhiteWimpRaceW","raceAsianMraceLatinoWimpRaceW","raceAsianMraceBlackWimpRaceW","raceWhiteMraceAsianWimpRaceW","raceWhiteMraceWhiteWimpRaceW","raceWhiteMraceLatinoWimpRaceW","raceWhiteMraceBlackWimpRaceW","raceLatinoMraceAsianWimpRaceW","raceLatinoMraceWhiteWimpRaceW","raceBlackMraceAsianWimpRaceW","raceBlackMraceWhiteWimpRaceW","careerMedicineWcareerMedicineW","careerCreativeMcareerInternationalW","careerCreativeMcareerAcademicW","careerCreativeMcareerFinanceW","careerLawMcareerCreativeW","careerLawMcareerLawW","careerLawMcareerInternationalW","careerLawMcareerAcademicW","careerLawMcareerFinanceW","careerAcademicMcareerCreativeW","careerAcademicMcareerLawW","careerAcademicMcareerInternationalW","careerAcademicMcareerAcademicW","careerAcademicMcareerFinanceW","careerAcademicMcareerUndecidedW","careerAcademicMcareerMedicineW","careerAcademicMcareerSocialWorkW","careerFinanceMcareerCreativeW","careerFinanceMcareerLawW","careerFinanceMcareerInternationalW","careerFinanceMcareerAcademicW","careerFinanceMcareerFinanceW","careerFinanceMcareerUndecidedW","careerFinanceMcareerPsychologyW","careerFinanceMcareerMedicineW","careerFinanceMcareerSocialWorkW","careerUndecidedMcareerAcademicW","careerMedicineMcareerAcademicW","fieldMathWfieldMathW","fieldMedicineWfieldMedicineW","fieldLawMFieldLawW","fieldLawMFieldAcademiaW","fieldLawMFieldSocialSciW","fieldLawMFieldSocialWorkW","fieldPoliSciMFieldPoliSciW","fieldPoliSciMFieldBusinessW","fieldPoliSciMFieldAcademiaW","fieldPoliSciMFieldScienceW","fieldBusinessMFieldLawW","fieldBusinessMFieldPoliSciW","fieldBusinessMFieldBusinessW","fieldBusinessMFieldEnginW","fieldBusinessMFieldAcademiaW","fieldBusinessMFieldSocialSciW","fieldBusinessMFieldSocialWorkW","fieldBusinessMFieldEnglishW","fieldBusinessMFieldScienceW","fieldBusinessMFieldLanguagesW","fieldEnginMFieldEnginW","fieldEnginMFieldAcademiaW","fieldEnginMFieldSocialSciW","fieldEnginMFieldSocialWorkW","fieldEnginMFieldEnglishW","fieldEnginMFieldScienceW","fieldEnginMFieldLanguagesW","fieldScienceMFieldPoliSciW","fieldScienceMFieldBusinessW","fieldScienceMFieldHistReligPhilW","fieldScienceMFieldScienceW"
"3592",3592,3592,7,7,1,2,12,0,0,22,25,2,4,54,5,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7,3,15,15,25,20,15,10,0,6,6,8,4,9,4,7,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22222222222222,6.66666666666667,7,7,6.66666666666667,6.33333333333333,6.88888888888889,4.33333333333333,0.444444444444444,0.444444444444444,6.75684980399064,0,6.65448128485731,6.72860011389694,7.25158227299565,6.39871379159969,2.950921943438,5.50138883505932,22,25,1,1,29,1,1,9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,7,20,60,0,0,40,0,0,1,7,9,10,6,6,5,8,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7.44444444444444,8,7.11111111111111,7.66666666666667,6.88888888888889,7.55555555555556,6.33333333333333,0.666666666666667,0.222222222222222,7.61130370383113,6.88568322035831,9.14912471645924,6.07238656406991,6.22556054243389,5.42396758962105,7.61726082553273,4.36997980843062,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3593",3593,3593,7,7,1,3,13,0,1,22,25,2,4,54,5,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7,3,15,15,25,20,15,10,0,3,6,8,7,8,8,7,8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8.11111111111111,8.88888888888889,7,5.66666666666667,5.66666666666667,6.33333333333333,4.77777777777778,0.444444444444444,0.444444444444444,4.06878005214643,7.76205990057192,9.17548328302611,7.01599895262378,5.94596527030667,4.79476572449933,6.54107482458158,6.22480838172847,22,25,3,5,42,7,1,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,3,4,19,18,19,18,14,12,1,10,10,10,10,10,10,10,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.66666666666667,7.33333333333333,8,6.66666666666667,7.22222222222222,6.33333333333333,7.33333333333333,5.66666666666667,0.666666666666667,1,9.59319361645602,8.76830510751776,9.82566832145434,9.00544431241181,9.32676145009832,9.16486036650963,9.87637626645623,9.19985978459323,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3594",3594,3594,7,7,1,4,14,1,0,22,25,2,4,54,5,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7,3,15,15,25,20,15,10,1,7,8,8,7,7,6,8,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33333333333333,7.55555555555556,7.33333333333333,7.66666666666667,6.55555555555556,7.44444444444444,7.66666666666667,5.44444444444444,0.777777777777778,0.333333333333333,7.52246643402353,6.84805233104709,6.97352355053975,7.40281428453091,6.96567040732694,5.99329701104162,7.39711690799759,5.77909979438779,23,25,1,1,56,4,1,10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,8,15,30,5,15,40,5,5,1,8,8,9,8,9,9,8,7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.88888888888889,7.55555555555556,8.11111111111111,6.88888888888889,7.33333333333333,6.44444444444444,7.55555555555556,6,0.666666666666667,1,8.14381364076205,8.22549326676857,8.07086607478542,7.82631521028243,8.44548217677292,7.89084141699537,8.12815787705337,7.32476401053161,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3595",3595,3595,7,7,1,5,15,0,0,22,25,2,4,54,5,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7,3,15,15,25,20,15,10,0,4,7,7,4,8,5,5,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88888888888889,7.66666666666667,7.77777777777778,7.55555555555556,6.33333333333333,6.77777777777778,6.44444444444444,4.66666666666667,0.333333333333333,0.444444444444444,5.25577303797114,7.27158500400156,7.70431575830466,7.41726028174766,6.72974698735593,6.65786999319203,6.40944303758656,5.15425953732875,24,25,3,1,36,4,1,9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,5,9,30,10,20,10,10,20,1,8,7,9,6,9,5,8,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.88888888888889,7.66666666666667,8.11111111111111,7.11111111111111,7.33333333333333,6.88888888888889,7.55555555555556,6.33333333333333,0.666666666666667,0.888888888888889,8.49957054254195,8.74381857308693,9.0139886872399,7.50176637804387,7.69387288237128,7.18336850223192,8.32047778068019,5.69689526507249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3596",3596,3596,7,7,1,6,16,0,0,22,25,2,4,54,5,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7,3,15,15,25,20,15,10,0,4,8,7,4,5,4,5,5,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.77777777777778,8.44444444444444,7.66666666666667,4.44444444444444,6.11111111111111,4.88888888888889,5.66666666666667,3.77777777777778,0.333333333333333,0.444444444444444,4.85584309680592,7.84502056872344,7.56283905890742,3.91767421288536,7.03835156201047,4.82896976257411,5.53630680597793,4.71708089280221,25,25,9,2,42,5,1,7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,7,10,50,0,30,10,0,10,1,8,8,8,6,6,6,7,7,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.88888888888889,7.55555555555556,8.22222222222222,7.11111111111111,7.66666666666667,6.77777777777778,7.66666666666667,6,0.666666666666667,0.777777777777778,7.58093865506324,7.03072404728014,7.65666575313852,6.96576573009622,7.53975805540889,7.1303067333553,7.28357161610929,6.19135761569312,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3597",3597,3597,7,7,1,7,17,0,0,22,25,2,4,54,5,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7,3,15,15,25,20,15,10,1,7,7,8,7,7,7,8,7,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66666666666667,7.66666666666667,8.55555555555556,6,6.66666666666667,6.55555555555556,6.77777777777778,4.66666666666667,0.777777777777778,0.333333333333333,6.17651599201166,7.08444394762806,8.39393116697339,4.4858731612325,7.01964409245029,6.28484217988947,7.14489320540098,5.10676574824548,30,25,1,1,38,3,2,8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,4,2,35,15,25,10,5,10,0,7,6,5,4,4,3,5,4,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7.77777777777778,8.55555555555556,7.33333333333333,7.88888888888889,7.11111111111111,7.88888888888889,6.33333333333333,0.777777777777778,0.222222222222222,6.99032896246276,6.19837895611169,6.89375119474238,5.15865981324558,6.37562917614422,5.37948386960204,5.64616037480482,4.22430648067878,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3598",3598,3598,7,7,1,8,18,0,0,22,25,2,4,54,5,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7,3,15,15,25,20,15,10,0,5,7,8,5,9,5,5,7,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11111111111111,7.44444444444444,7.66666666666667,5.22222222222222,7.33333333333333,5.66666666666667,5.88888888888889,5.44444444444444,0.333333333333333,0.444444444444444,3.97757231488594,7.07353057953485,7.50898383579997,4.3453513378608,8.27945271746391,5.25494768690083,5.84877170088053,5.78151216963192,27,25,8,8,52,6,1,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,5,2,33.33,11.11,11.11,11.11,11.11,22.22,1,8,7,6,7,7,5,7,5,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.88888888888889,7.66666666666667,8.44444444444444,7,7.55555555555556,6.88888888888889,7.66666666666667,6.22222222222222,0.666666666666667,0.222222222222222,7.33983996192907,7.09417127685672,7.67523846553368,6.09846446217758,6.76747269915034,5.61470763094869,7.46821998633157,5.60884571449372,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3599",3599,3599,7,7,1,9,19,1,0,22,25,2,4,54,5,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7,3,15,15,25,20,15,10,1,6,6,8,8,8,6,6,6,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.88888888888889,6.88888888888889,7.66666666666667,8.55555555555556,7,7.88888888888889,7.77777777777778,7,0.888888888888889,0.333333333333333,7.19637458390084,6.43045199347467,7.4619357727819,8.55139026312134,6.92663608692252,9.36131904901589,7.74159053837119,5.94843592131997,28,25,1,1,42,1,1,10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,10,20,50,0,25,10,0,15,1,9,7,9,9,9,10,9,9,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.77777777777778,7.66666666666667,8.11111111111111,6.77777777777778,7.33333333333333,6.33333333333333,7.44444444444444,5.77777777777778,0.666666666666667,1,7.73249550391759,7.26233565324534,7.93910378896452,7.66251947246541,7.37797121858885,7.07176164202586,7.66729233821888,7.11889866908715,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3600",3600,3600,76,1,4,1,94,1,0,34,25,5,7,38,7,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7,6,4,10,10,30,20,10,20,1,5,5,5,10,8,6,5,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58823529411765,5.47058823529412,7,5.47058823529412,7.47058823529412,4.76470588235294,4.58823529411765,3.94117647058824,0.117647058823529,0.529411764705882,2.40065724876173,4.88699559440545,6.20084858082911,4.89472430866506,7.39150881147033,5.15399948760809,2.63154262883507,2.58534634952271,28,25,6,8,42,6,3,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,5,2,20,20,20,10,10,20,1,6,6,6,7,7,6,7,7,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.23529411764706,7,7.94117647058824,7.64705882352941,6.58823529411765,6.05882352941176,6.47058823529412,5.41176470588235,0.470588235294118,0.411764705882353,6.41346403209327,6.78796642024087,7.65662022341233,9.67398865343701,6.39059081956859,5.17938717583004,6.06966264701518,5.80314809830357,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3601",3601,3601,76,1,4,10,103,0,1,34,25,5,7,38,7,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7,6,4,10,10,30,20,10,20,0,6,7,5,7,10,6,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23529411764706,7.17647058823529,7.05882352941176,6.47058823529412,7,5.23529411764706,5.88235294117647,4.94117647058824,0.294117647058824,0.588235294117647,4.84441785132665,6.90218968573191,6.24853023356741,6.34920642321475,6.78888190273284,5.51718514899983,4.16886236394335,3.78648178923907,26,25,8,9,55,4,1,8,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3,6,5,40,5,20,10,10,15,0,6,8,9,7,7,7,7,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.23529411764706,6.88235294117647,7.76470588235294,7.64705882352941,6.58823529411765,6,6.47058823529412,5.52941176470588,0.529411764705882,0.294117647058824,5.9743775356289,6.51942460140808,7.69800443108318,6.28971780022187,6.75513802148151,7.06904111331188,6.44870387775802,5.5254511663328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"3602",3602,3602,76,1,4,11,104,0,1,34,25,5,7,38,7,2,1,7,6,8,8,8,5,1,7,7,4,8,8,8,7,7,7,6,4,10,10,30,20,10,20,0,2,3,5,5,7,6,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17647058823529,7.11764705882353,7.58823529411765,7,7,5.82352941176471,6.41176470588235,4.41176470588235,0.529411764705882,0.588235294117647,6.02981328292442,6.94121508335811,6.83811874406989,4.75883077584661,6.66884198771064,6.26667675150079,4.77562835704458,3.36495464565066,27,25,6,8,26,5,3,8,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7,8,3,20,15,25,15,20,5,0,6,8,7,6,6,5,6,5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23529411764706,6.88235294117647,7.88235294117647,7.70588235294118,6.64705882352941,6.11764705882353,6.52941176470588,5.52941176470588,0.529411764705882,0.470588235294118,6.22001964041999,6.33871530547427,7.15682671491824,7.17384444342491,6.23152100707604,6.14482504418581,6.84439986637364,5.23435630955796,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
